#group,false,false,true,true,false,false,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string
#default,last,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-20T12:33:50.911Z,195,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-20T12:43:27.578Z,195,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-20T12:53:04.245Z,191,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-20T13:02:40.912Z,191,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-20T13:12:17.579Z,188,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-20T13:21:54.246Z,191,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-20T13:31:30.913Z,325,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-20T13:41:07.58Z,322,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-20T13:50:44.247Z,253,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-20T14:00:20.914Z,228,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-20T14:09:57.581Z,210,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-20T14:19:34.248Z,101,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-20T14:29:10.915Z,118,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-20T14:38:47.582Z,129,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-20T14:48:24.249Z,166,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-20T14:58:00.916Z,236,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-20T15:07:37.583Z,197,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-20T15:17:14.25Z,169,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-20T15:26:50.917Z,167,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-20T15:36:27.584Z,166,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-20T15:46:04.251Z,160,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-20T15:55:40.918Z,155,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-20T16:05:17.585Z,150,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-20T16:14:54.252Z,147,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-20T16:24:30.919Z,143,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-20T16:34:07.586Z,141,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-20T16:43:44.253Z,137,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-20T16:53:20.92Z,131,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-20T17:02:57.587Z,123,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-20T17:12:34.254Z,111,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-20T17:22:10.921Z,111,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-20T17:31:47.588Z,110,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-20T17:41:24.255Z,109,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-20T17:51:00.922Z,109,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-20T18:00:37.589Z,109,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-20T18:10:14.256Z,107,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-20T18:19:50.923Z,106,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-20T18:29:27.59Z,106,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-20T18:39:04.257Z,105,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-20T18:48:40.924Z,104,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-20T18:58:17.591Z,103,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-20T19:07:54.258Z,102,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-20T19:17:30.925Z,101,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-20T19:27:07.592Z,101,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-20T19:36:44.259Z,100,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-20T19:46:20.926Z,100,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-20T19:55:57.593Z,99,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-20T20:05:34.26Z,124,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-20T20:15:10.927Z,130,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-20T20:24:47.594Z,128,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-20T20:34:24.261Z,126,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-20T20:44:00.928Z,130,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-20T20:53:37.595Z,131,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-20T21:03:14.262Z,129,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-20T21:12:50.929Z,125,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-20T21:22:27.596Z,125,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-20T21:32:04.263Z,117,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-20T21:41:40.93Z,108,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-20T21:51:17.597Z,110,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-20T22:00:54.264Z,110,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-20T22:10:30.931Z,111,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-20T22:20:07.598Z,96,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-20T22:29:44.265Z,104,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-20T22:39:20.932Z,105,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-20T22:48:57.599Z,111,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-20T22:58:34.266Z,118,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-20T23:08:10.933Z,117,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-20T23:17:47.6Z,168,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-20T23:27:24.267Z,153,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-20T23:37:00.934Z,137,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-20T23:46:37.601Z,130,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-20T23:56:14.268Z,128,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-21T00:05:50.935Z,127,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-21T00:15:27.602Z,122,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-21T00:25:04.269Z,117,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-21T00:34:40.936Z,116,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-21T00:44:17.603Z,113,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-21T00:53:54.27Z,109,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-21T01:03:30.937Z,116,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-21T01:13:07.604Z,119,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-21T01:22:44.271Z,122,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-21T01:32:20.938Z,120,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-21T01:41:57.605Z,122,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-21T01:51:34.272Z,123,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-21T02:01:10.939Z,123,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-21T02:10:47.606Z,123,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-21T02:20:24.273Z,122,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-21T02:30:00.94Z,122,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-21T02:39:37.607Z,122,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-21T02:49:14.274Z,123,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-21T02:58:50.941Z,123,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-21T03:08:27.608Z,123,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-21T03:18:04.275Z,123,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-21T03:27:40.942Z,123,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-21T03:37:17.609Z,123,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-21T03:46:54.276Z,123,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-21T03:56:30.943Z,122,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-21T04:06:07.61Z,122,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-21T04:15:44.277Z,120,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-21T04:25:20.944Z,120,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-21T04:34:57.611Z,119,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-21T04:44:34.278Z,118,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-21T04:54:10.945Z,118,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-21T05:03:47.612Z,117,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-21T05:13:24.279Z,117,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-21T05:23:00.946Z,116,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-21T05:32:37.613Z,116,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-21T05:42:14.28Z,115,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-21T05:51:50.947Z,114,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-21T06:01:27.614Z,117,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-21T06:11:04.281Z,115,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-21T06:20:40.948Z,116,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-21T06:30:17.615Z,117,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-21T06:39:54.282Z,116,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-21T06:49:30.949Z,117,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-21T06:59:07.616Z,117,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-21T07:08:44.283Z,110,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-21T07:18:20.95Z,109,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-21T07:27:57.617Z,102,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-21T07:37:34.284Z,105,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-21T07:47:10.951Z,112,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-21T07:56:47.618Z,123,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-21T08:06:24.285Z,130,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-21T08:16:00.952Z,133,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-21T08:25:37.619Z,131,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-21T08:35:14.286Z,158,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-21T08:44:50.953Z,163,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-21T08:54:27.62Z,121,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-21T09:04:04.287Z,127,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-21T09:13:40.954Z,133,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-21T09:23:17.621Z,119,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-21T09:32:54.288Z,111,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-21T09:42:30.955Z,109,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-21T09:52:07.622Z,96,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-21T10:01:44.289Z,96,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-21T10:11:20.956Z,96,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-21T10:20:57.623Z,92,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-21T10:30:34.29Z,95,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-21T10:40:10.957Z,97,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-21T10:49:47.624Z,98,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-21T10:59:24.291Z,105,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-21T11:09:00.958Z,117,adc,ccs811
,,0,2021-03-20T01:30:00.506Z,2021-03-22T11:10:00.506Z,2021-03-21T11:18:37.625Z,110,adc,ccs811
